Unix Time [GMT], T [C @ 5m], T [C @ 35m], T [C @ 60m]
1448254800000,19.436,17.992,15.789
1448258400000,19.395,17.891,16.717
1448262000000,19.409,17.750,16.631
1448265600000,19.380,17.349,15.847
1448269200000,19.312,17.299,15.637
1448272800000,19.214,17.006,15.159
1448276400000,19.159,17.247,15.227
1448280000000,19.147,17.111,14.857
1448283600000,19.024,17.868,15.254
1448287200000,18.949,18.003,15.790
1448290800000,NaN,17.985,15.889
1448294400000,18.930,18.000,16.253
1448298000000,18.921,18.004,16.507
1448301600000,18.913,18.327,17.149
1448305200000,18.934,18.635,17.243
1448308800000,18.932,18.464,17.205
1448312400000,18.939,18.433,17.133
1448316000000,18.958,17.950,15.615
1448319600000,18.981,18.279,15.737
1448323200000,18.978,17.748,15.163
1448326800000,18.997,18.013,15.449
1448330400000,18.998,18.186,15.856
1448334000000,19.053,18.574,16.525
1448337600000,19.238,18.660,16.850
1448341200000,19.118,18.590,16.653
1448344800000,19.162,18.664,17.146
1448348400000,19.109,17.931,17.364
1448352000000,19.142,17.824,17.287
1448355600000,19.181,17.753,17.291
1448359200000,19.166,17.930,17.223
1448362800000,19.244,18.177,16.899
1448366400000,19.235,18.064,16.566
1448370000000,19.305,18.240,16.081
1448373600000,19.584,18.401,16.610
1448377200000,19.723,18.589,17.159
1448380800000,19.530,18.870,18.133
1448384400000,19.303,18.923,18.428
1448388000000,19.579,NaN,18.572
1448391600000,NaN,NaN,18.473
1448395200000,19.767,19.015,18.462
1448398800000,19.806,18.979,17.137
1448402400000,19.835,19.073,16.871
1448406000000,19.874,19.110,16.037
1448409600000,19.900,19.129,16.145
1448413200000,19.896,19.077,16.303
1448416800000,19.881,19.077,16.240
1448420400000,19.867,19.143,17.425
1448424000000,19.840,19.057,17.113
1448427600000,19.787,19.019,17.350
1448431200000,19.734,18.582,17.023
1448434800000,19.699,18.388,16.959
1448438400000,19.610,19.080,17.157
1448442000000,19.585,19.151,17.200
1448445600000,19.558,18.845,16.900
1448449200000,19.434,18.793,16.715
1448452800000,19.382,18.299,16.709
1448456400000,19.335,18.353,16.690
1448460000000,19.318,18.350,16.632
1448463600000,19.265,18.071,16.883
1448467200000,19.257,18.820,16.941
1448470800000,19.245,19.056,17.047
1448474400000,19.213,19.000,17.347
1448478000000,19.189,19.058,17.256
1448481600000,19.169,18.882,17.189
1448485200000,19.189,17.808,17.080
1448488800000,19.149,18.115,17.088
1448492400000,19.086,17.842,16.028
1448496000000,18.985,17.908,16.157
1448499600000,19.062,18.498,16.544
1448503200000,18.953,18.671,16.376
1448506800000,18.850,18.776,16.038
1448510400000,18.712,18.701,17.128
1448514000000,18.738,18.731,16.949
1448517600000,18.725,18.723,17.128
1448521200000,18.734,18.718,17.333
1448524800000,18.728,18.726,17.361
1448528400000,18.712,18.705,17.463
1448532000000,18.703,18.711,17.501
1448535600000,18.715,18.719,17.467
1448539200000,18.764,18.712,15.751
1448542800000,18.756,18.708,15.894
1448546400000,18.742,18.724,16.453
1448550000000,18.705,18.721,16.092
1448553600000,18.848,18.737,16.589
1448557200000,18.779,NaN,16.009
1448560800000,18.818,18.775,17.051
1448564400000,18.869,18.807,17.083
1448568000000,18.984,18.829,17.034
1448571600000,18.990,18.847,17.426
1448575200000,19.032,18.863,16.904
1448578800000,19.050,18.888,16.615
1448582400000,19.037,18.829,16.307
1448586000000,18.967,18.654,16.608
1448589600000,18.947,18.440,16.199
1448593200000,18.886,18.089,16.128
1448596800000,18.888,18.285,16.138
1448600400000,18.893,18.244,16.282
1448604000000,18.890,18.322,16.168
1448607600000,18.895,18.400,17.199
1448611200000,NaN,18.348,16.389
1448614800000,NaN,18.410,16.408
1448618400000,18.841,18.461,16.633
1448622000000,18.836,18.262,16.407
1448625600000,18.759,17.930,16.116
1448629200000,18.691,17.285,15.978
1448632800000,18.627,17.865,16.201
1448636400000,18.611,17.493,16.117
1448640000000,18.631,17.197,16.012
1448643600000,18.634,18.060,16.145
1448647200000,18.638,17.457,16.252
1448650800000,18.655,17.434,16.306
1448654400000,18.675,18.507,16.323
1448658000000,18.684,18.536,16.500
1448661600000,18.700,18.561,16.907
1448665200000,18.674,18.566,16.734
1448668800000,18.677,17.998,16.358
1448672400000,18.669,18.340,16.374
1448676000000,18.629,18.176,16.275
1448679600000,18.609,18.514,16.352
1448683200000,18.600,18.450,16.423
1448686800000,18.583,18.416,16.469
1448690400000,18.551,18.437,16.662
1448694000000,18.546,18.452,16.757
1448697600000,18.536,18.517,17.219
1448701200000,18.523,18.524,17.013
1448704800000,18.517,18.521,16.964
1448708400000,18.515,18.482,17.469
1448712000000,18.504,18.502,17.308
1448715600000,18.504,18.378,17.124
1448719200000,18.515,17.915,16.783
1448722800000,18.511,17.895,16.587
1448726400000,18.484,17.886,16.421
1448730000000,18.495,18.129,16.492
1448733600000,18.497,18.220,16.899
1448737200000,18.503,18.261,17.088
1448740800000,18.506,18.230,17.078
1448744400000,18.502,17.723,17.208
1448748000000,18.519,18.108,17.408
1448751600000,18.587,18.286,17.748
1448755200000,18.546,18.101,16.854
1448758800000,18.511,17.999,16.516
1448762400000,18.492,18.031,16.355
1448766000000,18.468,17.776,16.243
1448769600000,18.440,17.421,16.159
1448773200000,18.431,NaN,16.202
1448776800000,18.428,17.264,16.236
1448780400000,18.438,17.833,16.214
1448784000000,18.454,18.149,16.434
1448787600000,18.451,18.304,15.964
1448791200000,18.437,18.332,16.637
1448794800000,18.404,18.342,16.848
1448798400000,18.410,18.260,16.772
1448802000000,18.368,17.543,16.200
1448805600000,18.363,18.308,16.515
1448809200000,18.348,18.080,16.261
1448812800000,18.347,17.673,16.103
1448816400000,18.352,17.497,16.204
1448820000000,18.373,17.782,16.263
1448823600000,18.393,18.193,16.250
1448827200000,18.459,18.313,16.476
1448830800000,18.489,18.046,16.167
1448834400000,18.564,18.397,16.785
1448838000000,18.643,18.360,17.366
1448841600000,18.634,18.215,17.420
1448845200000,18.567,17.798,16.673
1448848800000,NaN,17.907,16.256
1448852400000,NaN,17.619,15.748
1448856000000,18.445,17.704,15.731
1448859600000,18.460,17.221,15.613
1448863200000,18.459,17.941,15.851
1448866800000,18.450,17.909,16.002
1448870400000,18.446,18.228,16.019
1448874000000,18.423,17.678,16.205
1448877600000,18.430,18.336,16.369
1448881200000,18.437,18.419,16.396
1448884800000,NaN,18.391,16.635
1448888400000,18.381,18.349,16.280
1448892000000,18.388,18.378,16.285
1448895600000,18.383,18.302,16.405
1448899200000,18.370,17.477,16.261
1448902800000,18.359,17.284,15.465
1448906400000,18.373,18.257,15.497
1448910000000,NaN,18.356,15.690
1448913600000,18.460,18.365,16.528
1448917200000,18.492,18.326,16.353
1448920800000,18.498,NaN,16.813
1448924400000,18.475,18.208,16.684
1448928000000,18.469,17.836,16.477
1448931600000,18.427,18.339,16.249
1448935200000,18.413,18.343,16.178
1448938800000,18.385,18.127,16.859
1448942400000,18.361,18.116,15.880
1448946000000,18.350,17.617,15.883
1448949600000,18.328,17.037,15.570
1448953200000,18.299,17.565,15.422
1448956800000,18.270,17.853,15.475
1448960400000,18.277,17.969,15.466
1448964000000,18.275,17.904,15.493
1448967600000,18.253,18.246,15.708
1448971200000,18.247,17.814,17.065
1448974800000,18.264,17.750,16.416
1448978400000,18.267,18.069,16.547
1448982000000,18.256,17.477,15.889
1448985600000,18.243,18.108,16.842
1448989200000,18.231,18.075,15.996
1448992800000,18.238,18.008,15.711
1448996400000,18.259,18.215,15.638
1449000000000,18.300,18.139,15.607
1449003600000,18.336,18.237,15.594
1449007200000,18.353,17.848,15.859
1449010800000,18.327,17.970,15.515
1449014400000,18.338,18.245,16.044
1449018000000,18.332,18.172,15.566
1449021600000,18.322,18.266,16.407
1449025200000,18.302,18.218,16.330
1449028800000,18.305,18.127,15.337
1449032400000,18.305,18.094,15.414
1449036000000,18.290,18.118,15.415
1449039600000,18.286,18.178,16.084
1449043200000,18.264,18.127,15.618
1449046800000,18.267,18.118,15.100
1449050400000,18.262,18.139,15.509
1449054000000,18.250,17.155,15.114
1449057600000,18.232,17.520,15.415
1449061200000,18.228,17.357,15.399
1449064800000,18.189,18.197,15.292
1449068400000,18.177,18.188,15.693
1449072000000,18.158,18.163,15.510
1449075600000,18.165,18.160,16.349
1449079200000,18.172,18.154,15.864
1449082800000,18.152,18.116,16.201
1449086400000,18.181,18.124,15.588
1449090000000,18.213,18.131,15.461
1449093600000,18.237,17.705,15.763
1449097200000,18.328,17.952,15.863
1449100800000,18.332,17.680,15.470
1449104400000,18.393,17.744,15.011
1449108000000,18.357,17.861,15.149
1449111600000,18.356,18.009,16.774
1449115200000,18.350,18.006,16.752
1449118800000,18.358,18.168,15.348
1449122400000,18.353,17.998,14.926
1449126000000,18.353,17.964,15.132
1449129600000,18.341,17.948,15.226
1449133200000,18.345,17.910,14.931
1449136800000,18.358,17.884,15.203
1449140400000,18.349,17.851,15.089
1449144000000,18.365,17.273,15.174
1449147600000,18.362,17.497,15.134
1449151200000,18.404,17.409,15.073
1449154800000,18.426,17.815,14.956
1449158400000,18.446,17.343,15.450
1449162000000,18.472,17.643,15.715
1449165600000,18.494,17.892,14.964
1449169200000,NaN,17.910,15.203
1449172800000,NaN,17.914,15.503
1449176400000,18.550,17.870,15.254
1449180000000,18.564,17.782,15.336
1449183600000,18.561,17.696,15.436
1449187200000,18.569,17.913,16.339
1449190800000,18.580,17.920,16.502
1449194400000,18.516,17.947,16.127
1449198000000,18.471,17.933,16.146
1449201600000,18.411,17.869,15.937
1449205200000,18.341,17.951,15.408
1449208800000,18.301,17.975,15.414
1449212400000,18.189,17.921,15.322
1449216000000,18.126,18.041,15.734
1449219600000,18.159,18.059,15.711
1449223200000,18.180,18.071,15.863
1449226800000,18.199,18.081,15.967
1449230400000,18.205,18.024,15.917
1449234000000,18.193,18.072,15.618
1449237600000,18.183,18.031,15.318
1449241200000,18.173,18.064,15.733
1449244800000,18.219,18.070,16.340
1449248400000,18.217,18.051,16.370
1449252000000,18.213,18.016,16.529
1449255600000,18.171,17.736,15.549
1449259200000,18.129,17.777,15.367
1449262800000,18.370,18.034,16.596
1449266400000,18.479,17.904,16.181
1449270000000,18.290,18.004,16.693
1449273600000,18.547,18.002,16.744
1449277200000,18.498,17.945,16.581
1449280800000,18.404,17.956,16.916
1449284400000,18.261,17.908,16.430
1449288000000,18.203,17.932,16.107
1449291600000,18.171,17.936,15.957
1449295200000,18.133,17.598,15.035
1449298800000,18.104,17.769,16.023
1449302400000,17.985,17.864,16.986
1449306000000,18.012,17.849,16.924
1449309600000,18.060,17.894,16.954
1449313200000,18.074,17.646,16.113
1449316800000,18.082,17.698,16.140
1449320400000,18.088,17.594,15.818
1449324000000,18.066,17.728,16.397
1449327600000,18.039,17.769,17.100
1449331200000,18.009,17.750,17.108
1449334800000,17.971,17.725,16.639
1449338400000,17.957,17.674,15.951
1449342000000,17.966,17.807,16.491
1449345600000,18.711,17.877,17.207
1449349200000,18.245,17.939,17.532
1449352800000,18.364,17.909,17.737
1449356400000,18.622,17.872,16.637
1449360000000,18.562,17.920,17.179
1449363600000,18.530,17.936,17.163
1449367200000,18.472,18.106,17.105
1449370800000,18.421,18.237,16.613
1449374400000,18.419,18.052,16.949
1449378000000,18.396,18.166,17.321
1449381600000,18.357,18.058,15.984
1449385200000,18.323,18.173,16.622
1449388800000,18.317,18.214,16.638
1449392400000,18.334,18.197,16.324
1449396000000,18.353,17.953,15.993
1449399600000,18.584,17.876,15.863
1449403200000,18.683,18.199,15.932
1449406800000,18.714,18.277,16.001
1449410400000,NaN,18.320,15.976
1449414000000,18.650,18.498,16.605
1449417600000,18.604,18.557,16.519
1449421200000,18.654,18.585,16.362
1449424800000,18.701,18.648,16.156
1449428400000,18.749,18.716,16.174
1449432000000,18.779,18.741,16.309
1449435600000,18.787,18.739,16.360
1449439200000,18.796,18.739,16.268
1449442800000,18.795,18.622,16.032
1449446400000,18.835,18.587,16.009
1449450000000,18.800,18.616,16.010
1449453600000,18.785,18.619,16.207
1449457200000,18.759,18.633,16.203
1449460800000,18.755,18.747,16.497
1449464400000,18.752,18.710,16.520
1449468000000,18.735,18.719,16.669
1449471600000,18.730,18.721,16.676
1449475200000,18.721,18.681,16.708
1449478800000,18.698,18.705,16.718
1449482400000,18.683,18.454,16.686
1449486000000,18.670,18.542,16.500
1449489600000,18.680,18.011,16.428
1449493200000,NaN,18.272,16.519
1449496800000,18.607,18.362,16.693
1449500400000,18.563,18.286,16.776
1449504000000,18.504,18.255,16.695
1449507600000,18.477,17.636,16.800
1449511200000,18.458,17.519,17.070
1449514800000,18.458,17.664,17.170
1449518400000,18.436,17.877,17.255
1449522000000,18.503,17.770,17.276
1449525600000,18.656,18.040,17.315
1449529200000,18.714,17.938,17.261
1449532800000,18.754,17.936,16.735
1449536400000,18.807,17.978,16.771
1449540000000,18.749,17.956,17.048
1449543600000,18.720,17.894,16.787
1449547200000,18.552,18.074,17.149
1449550800000,18.464,18.068,16.984
1449554400000,18.375,18.227,17.151
1449558000000,18.325,18.175,16.974
1449561600000,18.345,18.329,16.979
1449565200000,18.387,18.318,16.976
1449568800000,18.318,18.030,16.895
1449572400000,18.300,18.208,16.966
1449576000000,18.256,18.023,17.079
1449579600000,18.261,18.114,17.316
1449583200000,18.262,18.111,17.440
1449586800000,18.276,NaN,17.595
1449590400000,18.331,18.268,17.484
1449594000000,18.337,18.215,17.558
1449597600000,18.352,18.265,17.474
1449601200000,18.128,18.235,17.729
1449604800000,18.474,18.301,17.789
1449608400000,18.349,18.313,17.797
1449612000000,18.248,18.327,17.131
1449615600000,18.292,18.323,16.945
1449619200000,18.092,17.992,16.823
1449622800000,18.234,17.982,16.725
1449626400000,18.229,18.019,16.745
1449630000000,18.249,18.022,16.824
1449633600000,18.263,18.023,16.889
1449637200000,18.277,18.059,17.031
1449640800000,18.373,17.829,17.117
1449644400000,18.334,18.187,17.074
1449648000000,18.334,18.069,17.083
1449651600000,18.311,18.179,17.150
1449655200000,18.316,18.208,17.392
1449658800000,18.315,17.994,17.383
1449662400000,18.267,18.125,17.459
1449666000000,18.107,18.122,17.565
1449669600000,18.124,18.142,17.637
1449673200000,18.181,18.162,16.918
1449676800000,18.253,18.168,16.952
1449680400000,18.086,18.098,16.754
1449684000000,18.069,18.146,16.918
1449687600000,18.151,18.137,16.927
1449691200000,18.253,18.110,16.850
1449694800000,18.335,18.009,17.070
1449698400000,18.046,17.928,17.303
1449702000000,18.099,17.948,17.336
1449705600000,18.293,18.011,17.048
1449709200000,18.320,18.079,16.645
1449712800000,18.297,18.169,16.624
1449716400000,18.296,18.211,16.654
1449720000000,18.524,18.229,16.912
1449723600000,18.808,18.223,17.614
1449727200000,18.767,18.217,18.169
1449730800000,NaN,18.226,18.219
1449734400000,18.801,NaN,18.243
1449738000000,18.908,18.254,18.242
1449741600000,18.862,18.260,18.252
1449745200000,18.888,18.267,18.246
1449748800000,18.866,18.278,NaN
1449752400000,18.852,18.278,17.676
1449756000000,18.785,18.294,16.582
1449759600000,18.728,18.300,16.618
1449763200000,18.673,18.300,16.519
1449766800000,18.640,18.319,16.654
1449770400000,18.656,18.328,16.767
1449774000000,18.677,18.333,16.976
1449777600000,18.676,18.326,17.019
1449781200000,18.720,18.259,17.442
1449784800000,NaN,18.210,17.654
1449788400000,18.799,18.221,17.409
1449792000000,18.819,18.239,17.299
1449795600000,18.737,18.246,17.006
1449799200000,18.813,18.232,16.761
1449802800000,18.825,18.189,17.051
1449806400000,18.784,18.265,16.976
1449810000000,18.765,18.218,17.078
1449813600000,NaN,18.380,17.132
1449817200000,18.750,18.557,17.672
1449820800000,18.710,18.615,17.760
1449824400000,18.706,18.700,18.242
1449828000000,18.699,18.700,18.265
1449831600000,18.690,18.682,17.842
1449835200000,18.654,18.668,17.898
1449838800000,18.608,18.575,17.541
1449842400000,18.593,18.505,17.323
1449846000000,18.538,18.539,17.429
1449849600000,18.501,18.464,17.762
1449853200000,18.490,18.482,17.830
1449856800000,NaN,NaN,NaN
1449860400000,18.474,18.472,17.376
1449864000000,18.420,18.377,17.432
1449867600000,18.437,18.339,17.413
1449871200000,18.410,18.359,17.545
1449874800000,18.356,18.349,17.543
1449878400000,18.329,18.333,17.546
1449882000000,18.297,18.222,17.315
1449885600000,18.297,18.299,17.192
1449889200000,18.282,18.230,16.648
1449892800000,18.295,18.288,16.218
1449896400000,18.281,18.268,16.687
1449900000000,18.278,18.098,16.468
1449903600000,18.276,17.969,16.356
1449907200000,18.280,17.762,16.366
1449910800000,18.232,17.880,16.493
1449914400000,18.165,18.105,16.511
1449918000000,18.082,18.084,16.446
1449921600000,18.063,18.053,16.491
1449925200000,18.001,17.938,16.463
1449928800000,17.938,17.917,16.137
1449932400000,17.912,17.924,16.442
1449936000000,17.911,17.891,16.441
1449939600000,17.914,17.899,16.216
1449943200000,17.940,17.893,16.324
1449946800000,18.002,17.872,16.517
1449950400000,18.063,17.912,16.633
1449954000000,18.072,NaN,17.286
1449957600000,18.127,17.943,16.780
1449961200000,18.120,17.962,16.691
1449964800000,18.055,17.861,16.549
1449968400000,18.075,17.782,16.113
1449972000000,NaN,17.845,16.078
1449975600000,18.004,17.691,16.054
1449979200000,17.994,17.710,15.997
1449982800000,18.001,17.183,16.008
1449986400000,18.005,17.883,16.074
1449990000000,18.004,17.608,16.159
1449993600000,18.005,17.968,16.215
1449997200000,18.018,17.930,16.142
1450000800000,17.964,17.891,16.048
1450004400000,17.892,17.885,16.263
1450008000000,17.859,17.859,16.380
1450011600000,17.871,17.776,16.757
1450015200000,17.867,17.863,16.954
1450018800000,17.874,17.552,16.217
1450022400000,17.946,17.052,16.097
1450026000000,17.954,17.529,16.082
1450029600000,17.927,17.914,16.484
1450033200000,17.964,17.922,16.761
1450036800000,17.944,17.933,17.239
1450040400000,17.939,17.888,16.954
1450044000000,17.932,17.875,16.579
1450047600000,17.970,17.831,16.553
1450051200000,18.059,17.852,16.600
1450054800000,19.111,17.860,16.482
1450058400000,18.044,17.831,16.032
1450062000000,17.984,17.755,15.655
1450065600000,17.928,17.338,15.637
1450069200000,17.898,17.844,15.758
1450072800000,17.869,17.593,15.797
1450076400000,17.846,17.604,15.847
1450080000000,17.774,17.717,15.687
1450083600000,17.703,17.614,15.650
1450087200000,17.634,17.640,15.595
1450090800000,17.648,17.650,15.665
1450094400000,17.604,17.595,15.714
1450098000000,17.542,17.532,15.656
1450101600000,17.425,17.352,15.502
1450105200000,17.375,17.357,15.733
1450108800000,17.399,17.363,15.738
1450112400000,17.385,17.292,15.630
1450116000000,17.404,17.340,15.366
1450119600000,17.342,17.367,15.365
1450123200000,17.346,17.388,15.296
1450126800000,17.465,17.373,15.719
1450130400000,17.531,17.395,16.018
1450134000000,17.485,17.362,15.726
1450137600000,17.465,17.416,15.807
1450141200000,17.511,17.387,15.107
1450144800000,17.497,17.306,15.389
1450148400000,17.511,17.479,15.583
1450152000000,17.455,17.470,NaN
1450155600000,17.456,17.301,15.557
1450159200000,17.444,16.245,15.595
1450162800000,17.414,17.349,15.487
1450166400000,17.385,16.501,15.189
1450170000000,17.362,16.750,14.855
1450173600000,17.333,17.118,14.922
1450177200000,17.268,17.277,15.128
1450180800000,17.243,17.235,15.177
1450184400000,17.196,17.210,15.247
1450188000000,17.220,17.225,15.429
1450191600000,17.183,17.116,15.178
1450195200000,17.180,17.008,15.159
1450198800000,17.170,17.169,14.847
1450202400000,17.195,17.148,16.448
1450206000000,17.258,17.169,15.850
1450209600000,17.285,17.174,15.843
1450213200000,17.299,17.171,14.792
1450216800000,17.299,17.198,15.944
1450220400000,17.295,17.165,15.221
1450224000000,17.334,17.154,14.787
1450227600000,17.420,16.989,14.845
1450231200000,NaN,16.947,14.684
1450234800000,17.154,16.896,14.962
1450238400000,17.221,16.935,15.413
1450242000000,17.167,16.403,14.701
1450245600000,17.149,15.498,14.743
1450249200000,17.170,16.745,14.666
1450252800000,17.191,16.935,14.660
1450256400000,17.203,17.021,14.776
1450260000000,17.225,16.868,15.104
1450263600000,17.207,16.961,15.189
1450267200000,17.206,17.187,14.442
1450270800000,17.208,17.218,14.332
1450274400000,17.219,17.198,14.171
1450278000000,17.190,16.998,15.156
1450281600000,17.191,17.180,15.156
1450285200000,17.254,17.241,14.800
1450288800000,17.317,17.250,15.159
1450292400000,NaN,17.316,15.161
1450296000000,17.380,17.344,15.181
1450299600000,17.380,17.195,14.630
1450303200000,17.398,17.317,15.451
1450306800000,17.384,17.220,15.379
1450310400000,17.365,17.231,15.678
1450314000000,17.319,17.168,15.057
1450317600000,17.308,17.115,14.989
1450321200000,17.286,17.047,15.025
1450324800000,17.338,17.089,15.040
1450328400000,17.406,16.914,14.643
1450332000000,17.443,16.837,14.508
1450335600000,17.360,16.433,14.159
1450339200000,17.310,16.704,14.541
1450342800000,17.229,16.530,14.503
1450346400000,17.145,16.387,14.336
1450350000000,17.042,16.469,14.296
1450353600000,17.062,16.474,14.407
1450357200000,17.074,16.500,14.480
1450360800000,17.025,16.488,14.272
1450364400000,16.995,16.313,14.237
1450368000000,16.829,16.114,14.214
1450371600000,16.805,15.981,14.875
1450375200000,NaN,15.915,14.607
1450378800000,16.975,16.168,14.672
1450382400000,16.579,15.927,14.680
1450386000000,16.832,15.772,14.483
1450389600000,16.767,15.558,14.509
1450393200000,16.825,15.756,14.588
1450396800000,16.836,15.697,14.883
1450400400000,17.009,15.816,15.049
1450404000000,16.951,15.713,14.958
1450407600000,16.902,15.743,14.701
1450411200000,16.858,15.698,14.352
1450414800000,16.807,15.806,14.439
1450418400000,16.809,16.464,14.455
1450422000000,16.790,15.720,14.461
1450425600000,16.766,15.756,14.501
1450429200000,16.735,15.654,14.740
1450432800000,16.759,15.799,14.767
1450436400000,16.807,16.230,14.617
1450440000000,16.797,16.189,14.702
1450443600000,16.785,15.940,14.654
1450447200000,16.711,16.117,14.790
1450450800000,16.691,16.548,15.208
1450454400000,16.748,15.983,14.446
