Unix Time [GMT], T [C @ 5m], T [C @ 35m], T [C @ 60m]
1452715200000,15.686,15.648,NaN
1452718800000,15.676,15.658,NaN
1452722400000,15.698,15.661,NaN
1452726000000,15.695,15.665,NaN
1452729600000,15.914,15.688,NaN
1452733200000,15.838,15.679,NaN
1452736800000,15.884,15.691,NaN
1452740400000,15.805,15.614,NaN
1452744000000,15.728,15.611,NaN
1452747600000,15.735,15.662,NaN
1452751200000,15.734,15.599,NaN
1452754800000,15.740,15.624,NaN
1452758400000,15.721,15.656,NaN
1452762000000,15.693,15.654,NaN
1452765600000,15.670,15.727,NaN
1452769200000,NaN,15.687,NaN
1452772800000,15.664,15.752,NaN
1452776400000,15.774,15.776,NaN
1452780000000,15.812,15.706,NaN
1452783600000,15.833,15.786,NaN
1452787200000,15.835,15.768,NaN
1452790800000,15.845,15.762,NaN
1452794400000,15.884,15.756,NaN
1452798000000,15.957,15.687,NaN
1452801600000,16.009,15.740,NaN
1452805200000,16.018,15.760,NaN
1452808800000,16.025,15.760,NaN
1452812400000,15.983,15.570,NaN
1452816000000,16.035,15.777,NaN
1452819600000,16.002,15.769,NaN
1452823200000,16.002,15.784,NaN
1452826800000,16.046,15.767,NaN
1452830400000,16.013,15.731,NaN
1452834000000,15.999,15.726,NaN
1452837600000,15.979,15.716,NaN
1452841200000,15.968,15.651,NaN
1452844800000,15.964,15.740,NaN
1452848400000,15.956,15.743,NaN
1452852000000,NaN,15.817,NaN
1452855600000,15.955,15.911,NaN
1452859200000,15.960,15.803,NaN
1452862800000,15.960,15.638,NaN
1452866400000,15.952,15.922,NaN
1452870000000,15.945,15.835,NaN
1452873600000,15.926,15.892,NaN
1452877200000,15.937,15.603,NaN
1452880800000,15.950,15.890,NaN
1452884400000,15.938,15.900,NaN
1452888000000,15.943,15.903,NaN
1452891600000,15.951,15.589,NaN
1452895200000,15.967,15.826,NaN
1452898800000,15.957,NaN,NaN
1452902400000,15.982,15.674,NaN
1452906000000,15.970,15.669,NaN
1452909600000,15.961,15.608,NaN
1452913200000,15.952,15.675,NaN
1452916800000,15.954,15.639,NaN
1452920400000,15.943,15.614,NaN
1452924000000,15.922,15.634,NaN
1452927600000,15.925,15.769,NaN
1452931200000,15.920,15.652,NaN
1452934800000,15.909,NaN,NaN
1452938400000,15.911,15.825,NaN
1452942000000,15.902,15.902,NaN
1452945600000,15.900,15.805,NaN
1452949200000,15.895,15.894,NaN
1452952800000,15.890,15.454,NaN
1452956400000,15.891,15.855,NaN
1452960000000,15.889,15.889,NaN
1452963600000,15.885,15.879,NaN
1452967200000,15.885,15.883,NaN
1452970800000,15.887,15.873,NaN
1452974400000,15.902,15.877,NaN
1452978000000,15.912,15.879,NaN
1452981600000,15.929,15.870,NaN
1452985200000,15.928,15.718,NaN
1452988800000,15.934,15.861,NaN
1452992400000,15.916,15.572,NaN
1452996000000,15.969,15.868,NaN
1452999600000,15.928,15.817,NaN
1453003200000,16.003,15.868,NaN
1453006800000,15.994,15.858,NaN
1453010400000,15.990,15.650,NaN
1453014000000,15.937,15.415,NaN
1453017600000,15.976,15.444,NaN
1453021200000,15.940,NaN,NaN
1453024800000,15.909,15.823,NaN
1453028400000,15.877,15.641,NaN
1453032000000,15.874,15.689,NaN
1453035600000,15.799,15.716,NaN
1453039200000,15.665,15.662,NaN
1453042800000,15.617,15.649,NaN
1453046400000,15.620,NaN,NaN
1453050000000,15.624,15.609,NaN
1453053600000,15.594,15.302,NaN
1453057200000,15.645,15.124,NaN
1453060800000,15.697,15.500,NaN
1453064400000,15.617,15.548,NaN
1453068000000,15.770,15.551,NaN
1453071600000,15.660,15.524,NaN
1453075200000,15.646,15.589,NaN
1453078800000,15.686,15.529,NaN
1453082400000,15.684,15.615,NaN
1453086000000,15.694,15.542,NaN
1453089600000,NaN,15.492,NaN
1453093200000,15.658,15.551,NaN
1453096800000,15.665,15.106,NaN
1453100400000,15.706,15.497,NaN
1453104000000,15.732,15.496,NaN
1453107600000,15.738,15.494,NaN
1453111200000,15.723,15.493,NaN
1453114800000,15.720,NaN,NaN
1453118400000,15.770,15.245,NaN
1453122000000,15.809,15.545,NaN
1453125600000,15.829,15.364,NaN
1453129200000,15.840,15.636,NaN
1453132800000,15.827,15.671,NaN
1453136400000,15.807,15.712,NaN
1453140000000,15.804,15.718,NaN
1453143600000,15.786,15.540,NaN
1453147200000,15.855,15.397,NaN
1453150800000,15.852,15.382,NaN
1453154400000,15.861,15.646,NaN
1453158000000,15.870,15.438,NaN
1453161600000,15.882,15.498,NaN
1453165200000,15.911,15.416,NaN
1453168800000,15.891,15.506,NaN
1453172400000,15.831,15.507,NaN
1453176000000,15.794,15.336,NaN
1453179600000,15.756,15.432,NaN
1453183200000,15.763,15.754,NaN
1453186800000,15.793,15.777,NaN
1453190400000,15.796,15.181,NaN
1453194000000,15.763,15.474,NaN
1453197600000,15.769,15.745,NaN
1453201200000,15.808,15.752,NaN
1453204800000,15.805,15.421,NaN
1453208400000,15.802,15.390,NaN
1453212000000,15.807,15.330,NaN
1453215600000,15.799,15.557,NaN
1453219200000,15.804,15.407,NaN
1453222800000,15.800,15.414,NaN
1453226400000,15.798,15.606,NaN
1453230000000,15.806,15.301,NaN
1453233600000,15.809,15.455,NaN
1453237200000,15.766,15.468,NaN
1453240800000,15.767,15.543,NaN
1453244400000,15.810,15.487,NaN
1453248000000,15.798,15.651,NaN
1453251600000,15.808,15.585,NaN
1453255200000,15.826,15.430,NaN
1453258800000,15.816,15.274,NaN
1453262400000,15.817,NaN,NaN
1453266000000,15.814,15.170,NaN
1453269600000,15.793,15.181,NaN
1453273200000,15.751,15.260,NaN
1453276800000,15.759,15.234,NaN
1453280400000,15.754,15.028,NaN
1453284000000,15.713,15.405,NaN
1453287600000,15.707,15.375,NaN
1453291200000,15.702,NaN,NaN
1453294800000,15.699,15.423,NaN
1453298400000,15.698,15.408,NaN
1453302000000,15.700,15.428,NaN
1453305600000,15.714,15.450,NaN
1453309200000,15.752,15.432,NaN
1453312800000,15.745,15.453,NaN
1453316400000,15.670,15.661,NaN
1453320000000,15.677,15.469,NaN
1453323600000,15.721,15.323,NaN
1453327200000,NaN,15.411,NaN
1453330800000,15.803,15.200,NaN
1453334400000,15.817,15.028,NaN
1453338000000,15.914,14.810,NaN
1453341600000,15.890,14.884,NaN
1453345200000,15.911,14.935,NaN
1453348800000,15.866,14.972,NaN
1453352400000,15.834,15.461,NaN
1453356000000,15.816,15.357,NaN
1453359600000,15.801,15.382,NaN
1453363200000,15.786,15.578,NaN
1453366800000,15.782,15.138,NaN
1453370400000,15.749,15.612,NaN
1453374000000,15.747,15.301,NaN
1453377600000,15.742,15.130,NaN
1453381200000,15.744,15.221,NaN
1453384800000,15.725,15.403,NaN
1453388400000,15.724,15.395,NaN
1453392000000,15.758,15.487,NaN
1453395600000,15.768,15.367,NaN
1453399200000,15.795,15.193,NaN
1453402800000,15.812,15.355,NaN
1453406400000,15.839,15.351,NaN
1453410000000,NaN,15.264,NaN
1453413600000,15.889,15.214,NaN
1453417200000,15.877,15.213,NaN
1453420800000,15.861,15.010,NaN
1453424400000,15.937,15.108,NaN
1453428000000,15.878,15.223,NaN
1453431600000,15.865,15.201,NaN
1453435200000,15.899,15.347,NaN
1453438800000,15.965,15.309,NaN
1453442400000,15.904,15.213,NaN
1453446000000,15.897,15.008,NaN
1453449600000,15.888,15.269,NaN
1453453200000,15.854,15.310,NaN
1453456800000,15.847,15.333,NaN
1453460400000,15.837,15.049,NaN
1453464000000,15.823,15.302,NaN
1453467600000,15.829,15.304,NaN
1453471200000,15.833,15.250,NaN
1453474800000,15.826,15.328,NaN
1453478400000,15.831,15.303,NaN
1453482000000,15.837,15.308,NaN
1453485600000,15.846,15.359,NaN
1453489200000,15.862,14.976,NaN
1453492800000,15.875,15.139,NaN
1453496400000,15.960,15.161,NaN
1453500000000,16.026,15.308,NaN
1453503600000,15.899,15.103,NaN
1453507200000,15.908,15.216,NaN
1453510800000,15.980,15.338,NaN
1453514400000,15.961,15.123,NaN
1453518000000,15.987,15.252,NaN
1453521600000,15.986,14.796,NaN
1453525200000,NaN,15.321,NaN
1453528800000,15.977,15.069,NaN
1453532400000,15.986,14.846,NaN
1453536000000,15.970,15.246,NaN
1453539600000,15.934,15.007,NaN
1453543200000,15.875,15.187,NaN
1453546800000,15.810,15.246,NaN
1453550400000,15.809,15.066,NaN
1453554000000,15.773,15.028,NaN
1453557600000,15.749,14.616,NaN
1453561200000,15.718,14.968,NaN
1453564800000,15.727,15.046,NaN
1453568400000,15.727,15.135,NaN
1453572000000,15.731,15.069,NaN
1453575600000,15.741,14.976,NaN
1453579200000,15.770,15.047,NaN
1453582800000,15.774,15.322,NaN
1453586400000,15.769,15.318,NaN
1453590000000,15.791,15.312,NaN
1453593600000,15.819,15.221,NaN
1453597200000,15.783,14.952,NaN
1453600800000,15.797,14.917,NaN
1453604400000,15.771,14.386,NaN
1453608000000,15.738,14.730,NaN
1453611600000,15.739,14.989,NaN
1453615200000,15.720,14.995,NaN
1453618800000,15.696,15.065,NaN
1453622400000,15.693,15.101,NaN
1453626000000,15.691,15.123,NaN
1453629600000,15.687,15.241,NaN
1453633200000,15.622,15.210,NaN
1453636800000,15.600,15.298,NaN
1453640400000,15.611,14.882,NaN
1453644000000,15.578,14.851,NaN
1453647600000,NaN,15.145,NaN
1453651200000,15.622,14.720,NaN
1453654800000,15.625,14.777,NaN
1453658400000,15.652,14.627,NaN
1453662000000,15.617,14.962,NaN
1453665600000,15.818,15.208,NaN
1453669200000,15.903,15.239,NaN
1453672800000,15.799,15.134,NaN
1453676400000,15.896,15.312,NaN
1453680000000,15.801,14.985,NaN
1453683600000,15.952,15.312,NaN
1453687200000,15.936,15.236,NaN
1453690800000,15.742,15.132,NaN
1453694400000,15.786,14.924,NaN
1453698000000,15.773,15.056,NaN
1453701600000,15.765,14.957,NaN
1453705200000,15.748,14.420,NaN
1453708800000,15.747,14.972,NaN
1453712400000,15.753,15.128,NaN
1453716000000,15.805,15.191,NaN
1453719600000,15.733,14.980,NaN
1453723200000,15.740,15.120,NaN
1453726800000,15.694,15.033,NaN
1453730400000,15.692,15.211,NaN
1453734000000,15.702,14.972,NaN
1453737600000,15.704,15.216,NaN
1453741200000,15.705,15.101,NaN
1453744800000,15.704,15.102,NaN
1453748400000,15.722,15.155,NaN
1453752000000,15.747,15.232,NaN
1453755600000,15.730,15.253,NaN
1453759200000,15.753,15.222,NaN
1453762800000,15.872,15.347,NaN
1453766400000,15.912,15.351,NaN
1453770000000,15.951,15.178,NaN
1453773600000,15.950,15.513,NaN
1453777200000,15.840,15.311,NaN
1453780800000,15.792,15.206,NaN
1453784400000,15.781,15.186,NaN
1453788000000,15.821,15.079,NaN
1453791600000,15.828,15.300,NaN
1453795200000,15.765,15.275,NaN
1453798800000,15.804,15.273,NaN
1453802400000,15.831,15.484,NaN
1453806000000,15.794,15.651,NaN
1453809600000,15.733,15.118,NaN
1453813200000,15.671,15.166,NaN
1453816800000,15.694,15.149,NaN
1453820400000,15.670,15.133,NaN
1453824000000,15.701,15.178,NaN
1453827600000,15.719,15.037,NaN
1453831200000,15.719,15.407,NaN
1453834800000,15.726,15.327,NaN
1453838400000,15.740,15.360,NaN
1453842000000,15.842,15.152,NaN
1453845600000,15.838,15.365,NaN
1453849200000,15.928,15.296,NaN
1453852800000,15.822,15.302,NaN
1453856400000,15.758,15.408,NaN
1453860000000,15.764,15.378,NaN
1453863600000,15.722,15.192,NaN
1453867200000,15.663,15.347,NaN
1453870800000,15.614,15.258,NaN
1453874400000,15.585,15.128,NaN
1453878000000,15.628,15.173,NaN
1453881600000,15.661,15.184,NaN
1453885200000,15.641,15.198,NaN
1453888800000,15.644,15.150,NaN
1453892400000,15.621,15.322,NaN
1453896000000,15.600,15.403,NaN
1453899600000,15.599,15.215,NaN
1453903200000,15.599,15.361,NaN
1453906800000,15.576,15.363,NaN
1453910400000,15.572,15.436,NaN
1453914000000,15.605,15.309,NaN
1453917600000,15.615,15.408,NaN
1453921200000,15.628,15.266,NaN
1453924800000,15.643,15.236,NaN
1453928400000,15.644,NaN,NaN
1453932000000,15.645,15.341,NaN
1453935600000,15.642,15.427,NaN
1453939200000,15.633,15.002,NaN
1453942800000,15.632,15.342,NaN
1453946400000,15.647,15.352,NaN
1453950000000,15.680,15.303,NaN
1453953600000,15.643,15.270,NaN
1453957200000,15.641,15.181,NaN
1453960800000,15.608,15.297,NaN
1453964400000,15.615,15.352,NaN
1453968000000,NaN,15.146,NaN
1453971600000,NaN,15.293,NaN
1453975200000,15.509,15.288,NaN
1453978800000,15.485,15.140,NaN
1453982400000,15.501,15.235,NaN
1453986000000,15.490,15.313,NaN
1453989600000,15.465,15.312,NaN
1453993200000,15.449,15.265,NaN
1453996800000,15.466,15.298,NaN
1454000400000,15.536,15.220,NaN
1454004000000,15.527,15.301,NaN
1454007600000,15.567,15.310,NaN
1454011200000,15.579,15.222,NaN
1454014800000,15.620,14.926,NaN
1454018400000,15.615,14.957,NaN
1454022000000,15.598,15.237,NaN
1454025600000,15.744,15.220,NaN
1454029200000,15.702,15.379,NaN
1454032800000,15.758,15.389,NaN
1454036400000,15.732,15.383,NaN
1454040000000,15.758,15.526,NaN
1454043600000,15.722,15.505,NaN
1454047200000,15.633,15.343,NaN
1454050800000,15.655,14.977,NaN
1454054400000,15.738,15.287,NaN
1454058000000,15.711,15.412,NaN
1454061600000,15.701,15.416,NaN
1454065200000,15.679,15.386,NaN
1454068800000,15.671,15.467,NaN
1454072400000,15.670,15.492,NaN
1454076000000,15.682,NaN,NaN
1454079600000,15.667,15.498,NaN
1454083200000,15.693,15.585,NaN
1454086800000,15.679,15.513,NaN
1454090400000,15.669,15.430,NaN
1454094000000,15.677,15.352,NaN
1454097600000,15.690,15.148,NaN
1454101200000,15.718,15.252,NaN
1454104800000,15.735,15.224,NaN
1454108400000,15.885,15.625,NaN
1454112000000,15.913,15.616,NaN
1454115600000,15.975,15.433,NaN
1454119200000,15.762,15.367,NaN
1454122800000,15.730,15.226,NaN
1454126400000,15.714,15.315,NaN
1454130000000,15.936,15.345,NaN
1454133600000,15.937,15.410,NaN
1454137200000,15.760,15.244,NaN
1454140800000,15.757,14.590,NaN
1454144400000,15.760,14.847,NaN
1454148000000,15.790,14.743,NaN
1454151600000,15.763,14.942,NaN
1454155200000,15.838,15.127,NaN
1454158800000,15.860,15.286,NaN
1454162400000,15.823,15.183,NaN
1454166000000,15.805,15.253,NaN
1454169600000,15.794,15.268,NaN
1454173200000,15.798,15.233,NaN
1454176800000,15.804,15.154,NaN
1454180400000,15.812,15.185,NaN
1454184000000,15.775,14.893,NaN
1454187600000,15.729,14.643,NaN
1454191200000,15.708,14.921,NaN
1454194800000,15.845,15.074,NaN
1454198400000,15.814,15.191,NaN
1454202000000,15.805,15.387,NaN
1454205600000,15.811,15.612,NaN
1454209200000,15.818,15.612,NaN
1454212800000,15.836,15.620,NaN
1454216400000,15.874,15.626,NaN
1454220000000,15.852,15.685,NaN
1454223600000,15.842,NaN,NaN
1454227200000,15.838,15.647,NaN
1454230800000,15.829,15.663,NaN
1454234400000,15.820,15.682,NaN
1454238000000,15.805,15.666,NaN
1454241600000,15.776,15.705,NaN
1454245200000,15.762,15.714,NaN
1454248800000,15.708,15.591,NaN
1454252400000,15.716,15.459,NaN
1454256000000,15.719,15.490,NaN
1454259600000,NaN,15.674,NaN
1454263200000,15.748,15.659,NaN
1454266800000,15.816,15.593,NaN
1454270400000,15.789,15.589,NaN
1454274000000,NaN,15.672,NaN
1454277600000,15.741,15.723,NaN
1454281200000,NaN,15.743,NaN
1454284800000,15.730,15.708,NaN
1454288400000,15.673,15.621,NaN
1454292000000,NaN,15.605,NaN
1454295600000,15.540,15.519,NaN
1454299200000,NaN,15.557,NaN
1454302800000,NaN,15.422,NaN
1454306400000,15.533,15.353,NaN
1454310000000,NaN,15.380,NaN
1454313600000,NaN,15.342,NaN
1454317200000,NaN,15.281,NaN
1454320800000,NaN,15.149,NaN
1454324400000,NaN,15.235,NaN
1454328000000,15.443,14.939,NaN
1454331600000,NaN,14.075,NaN
1454335200000,15.285,14.724,NaN
1454338800000,NaN,14.605,NaN
1454342400000,15.278,14.799,NaN
1454346000000,NaN,14.863,NaN
1454349600000,NaN,NaN,NaN
1454353200000,14.983,14.743,NaN
1454356800000,NaN,14.043,NaN
1454360400000,NaN,14.789,NaN
1454364000000,NaN,13.198,NaN
1454367600000,NaN,NaN,NaN
1454371200000,NaN,NaN,NaN
1454374800000,NaN,14.768,NaN
1454378400000,NaN,14.752,NaN
1454382000000,NaN,14.722,NaN
1454385600000,NaN,14.666,NaN
1454389200000,NaN,NaN,NaN
1454392800000,NaN,14.624,NaN
1454396400000,NaN,14.632,NaN
1454400000000,NaN,14.665,NaN
1454403600000,NaN,14.583,NaN
1454407200000,NaN,14.161,NaN
1454410800000,NaN,14.634,NaN
1454414400000,NaN,14.079,NaN
1454418000000,NaN,14.457,NaN
1454421600000,NaN,12.880,NaN
1454425200000,NaN,12.964,NaN
1454428800000,NaN,14.744,NaN
1454432400000,NaN,14.724,NaN
1454436000000,NaN,14.683,NaN
1454439600000,NaN,14.716,NaN
1454443200000,NaN,14.716,NaN
1454446800000,NaN,14.786,NaN
1454450400000,NaN,14.810,NaN
1454454000000,NaN,14.831,NaN
1454457600000,NaN,14.822,NaN
1454461200000,NaN,14.837,NaN
1454464800000,NaN,14.820,NaN
1454468400000,NaN,14.838,NaN
1454472000000,NaN,14.089,NaN
1454475600000,NaN,14.103,NaN
1454479200000,NaN,14.439,NaN
1454482800000,NaN,14.655,NaN
1454486400000,NaN,14.849,NaN
1454490000000,NaN,14.299,NaN
1454493600000,NaN,14.863,NaN
1454497200000,NaN,14.258,NaN
1454500800000,NaN,13.397,NaN
1454504400000,NaN,14.328,NaN
1454508000000,NaN,14.848,NaN
1454511600000,NaN,14.432,NaN
1454515200000,NaN,14.682,NaN
1454518800000,NaN,14.134,NaN
1454522400000,NaN,14.795,NaN
1454526000000,NaN,14.831,NaN
1454529600000,NaN,14.838,NaN
1454533200000,NaN,14.859,NaN
1454536800000,NaN,14.860,NaN
1454540400000,NaN,14.547,NaN
1454544000000,NaN,14.593,NaN
1454547600000,NaN,14.715,NaN
1454551200000,NaN,14.747,NaN
1454554800000,NaN,14.579,NaN
1454558400000,NaN,14.396,NaN
1454562000000,NaN,14.485,NaN
1454565600000,NaN,14.671,NaN
1454569200000,NaN,14.812,NaN
1454572800000,NaN,14.063,NaN
1454576400000,NaN,14.050,NaN
1454580000000,NaN,14.808,NaN
1454583600000,NaN,14.165,NaN
1454587200000,NaN,14.551,NaN
1454590800000,NaN,14.510,NaN
1454594400000,NaN,14.452,NaN
1454598000000,NaN,14.791,NaN
1454601600000,NaN,14.518,NaN
1454605200000,NaN,14.463,NaN
1454608800000,NaN,14.442,NaN
1454612400000,NaN,14.457,NaN
1454616000000,NaN,14.714,NaN
1454619600000,NaN,14.362,NaN
1454623200000,NaN,14.548,NaN
1454626800000,NaN,14.727,NaN
1454630400000,NaN,14.725,NaN
1454634000000,NaN,14.711,NaN
1454637600000,NaN,14.525,NaN
1454641200000,NaN,14.096,NaN
1454644800000,NaN,14.357,NaN
1454648400000,NaN,14.468,NaN
1454652000000,NaN,14.459,NaN
1454655600000,NaN,14.023,NaN
1454659200000,NaN,14.512,NaN
1454662800000,NaN,14.557,NaN
1454666400000,NaN,14.201,NaN
1454670000000,NaN,14.444,NaN
1454673600000,NaN,13.897,NaN
1454677200000,NaN,14.199,NaN
1454680800000,NaN,14.271,NaN
1454684400000,NaN,14.398,NaN
1454688000000,NaN,14.400,NaN
1454691600000,NaN,14.444,NaN
1454695200000,NaN,14.226,NaN
1454698800000,NaN,14.436,NaN
1454702400000,NaN,14.492,NaN
1454706000000,NaN,14.496,NaN
1454709600000,NaN,14.502,NaN
1454713200000,NaN,14.405,NaN
1454716800000,NaN,14.018,NaN
1454720400000,NaN,13.977,NaN
1454724000000,NaN,14.324,NaN
1454727600000,NaN,14.274,NaN
1454731200000,NaN,14.265,NaN
1454734800000,NaN,14.324,NaN
1454738400000,NaN,14.247,NaN
1454742000000,NaN,14.192,NaN
1454745600000,NaN,13.948,NaN
1454749200000,NaN,13.997,NaN
1454752800000,NaN,14.453,NaN
1454756400000,NaN,14.474,NaN
1454760000000,NaN,14.393,NaN
1454763600000,NaN,14.164,NaN
1454767200000,NaN,14.411,NaN
1454770800000,NaN,14.403,NaN
1454774400000,NaN,14.380,NaN
1454778000000,NaN,14.466,NaN
1454781600000,NaN,14.361,NaN
1454785200000,NaN,14.160,NaN
1454788800000,NaN,14.387,NaN
1454792400000,NaN,13.984,NaN
1454796000000,NaN,14.002,NaN
1454799600000,NaN,14.572,NaN
1454803200000,NaN,14.345,NaN
1454806800000,NaN,14.197,NaN
1454810400000,NaN,13.916,NaN
1454814000000,NaN,14.245,NaN
1454817600000,NaN,14.024,NaN
1454821200000,NaN,14.067,NaN
1454824800000,NaN,14.087,NaN
1454828400000,NaN,13.738,NaN
1454832000000,NaN,14.125,NaN
1454835600000,NaN,14.391,NaN
1454839200000,NaN,14.012,NaN
1454842800000,NaN,14.318,NaN
1454846400000,NaN,14.327,NaN
1454850000000,NaN,14.137,NaN
1454853600000,NaN,14.056,NaN
1454857200000,NaN,14.164,NaN
1454860800000,NaN,14.541,NaN
1454864400000,NaN,14.601,NaN
1454868000000,NaN,14.390,NaN
1454871600000,NaN,14.316,NaN
1454875200000,NaN,14.302,NaN
1454878800000,NaN,14.408,NaN
1454882400000,NaN,14.508,NaN
1454886000000,NaN,14.453,NaN
1454889600000,NaN,14.760,NaN
1454893200000,NaN,14.640,NaN
1454896800000,NaN,14.431,NaN
1454900400000,NaN,14.351,NaN
1454904000000,NaN,14.352,NaN
1454907600000,NaN,14.290,NaN
1454911200000,NaN,14.317,NaN
1454914800000,NaN,14.243,NaN
1454918400000,NaN,14.393,NaN
1454922000000,NaN,14.353,NaN
1454925600000,NaN,14.180,NaN
1454929200000,NaN,14.463,NaN
1454932800000,NaN,14.284,NaN
1454936400000,NaN,14.313,NaN
1454940000000,NaN,13.962,NaN
1454943600000,NaN,14.043,NaN
1454947200000,NaN,14.170,NaN
1454950800000,NaN,13.996,NaN
1454954400000,NaN,14.457,NaN
1454958000000,NaN,14.247,NaN
1454961600000,NaN,NaN,NaN
1454965200000,NaN,14.555,NaN
1454968800000,NaN,13.969,NaN
1454972400000,NaN,14.727,NaN
1454976000000,NaN,14.758,NaN
1454979600000,NaN,14.656,NaN
1454983200000,NaN,14.501,NaN
1454986800000,NaN,14.504,NaN
1454990400000,NaN,14.184,NaN
1454994000000,NaN,14.015,NaN
1454997600000,NaN,14.107,NaN
1455001200000,NaN,14.704,NaN
1455004800000,NaN,14.663,NaN
1455008400000,NaN,14.756,NaN
1455012000000,NaN,14.738,NaN
1455015600000,NaN,14.421,NaN
1455019200000,NaN,14.776,NaN
1455022800000,NaN,14.645,NaN
1455026400000,NaN,14.693,NaN
1455030000000,NaN,14.762,NaN
1455033600000,NaN,14.592,NaN
1455037200000,NaN,14.790,NaN
1455040800000,NaN,14.811,NaN
1455044400000,NaN,14.817,NaN
1455048000000,NaN,14.533,NaN
1455051600000,NaN,14.687,NaN
1455055200000,NaN,14.624,NaN
1455058800000,NaN,14.094,NaN
1455062400000,NaN,14.365,NaN
1455066000000,NaN,14.757,NaN
1455069600000,NaN,14.679,NaN
1455073200000,NaN,14.697,NaN
1455076800000,NaN,14.680,NaN
1455080400000,NaN,14.708,NaN
1455084000000,NaN,14.687,NaN
1455087600000,NaN,14.686,NaN
1455091200000,NaN,14.636,NaN
1455094800000,NaN,14.668,NaN
1455098400000,NaN,14.694,NaN
1455102000000,NaN,14.716,NaN
1455105600000,NaN,14.720,NaN
1455109200000,NaN,NaN,NaN
1455112800000,NaN,14.770,NaN
1455116400000,NaN,14.785,NaN
1455120000000,NaN,14.752,NaN
1455123600000,NaN,14.650,NaN
1455127200000,NaN,14.597,NaN
1455130800000,NaN,14.668,NaN
1455134400000,NaN,14.672,NaN
1455138000000,NaN,14.659,NaN
1455141600000,NaN,14.758,NaN
1455145200000,NaN,14.837,NaN
1455148800000,NaN,14.845,NaN
1455152400000,NaN,14.782,NaN
1455156000000,NaN,14.776,NaN
1455159600000,NaN,14.838,NaN
1455163200000,NaN,14.773,NaN
1455166800000,NaN,14.744,NaN
1455170400000,NaN,14.712,NaN
1455174000000,NaN,14.773,NaN
1455177600000,NaN,14.792,NaN
1455181200000,NaN,14.741,NaN
1455184800000,NaN,14.742,NaN
1455188400000,NaN,14.771,NaN
1455192000000,NaN,14.748,NaN
1455195600000,NaN,14.768,NaN
1455199200000,NaN,14.868,NaN
1455202800000,NaN,14.958,NaN
1455206400000,NaN,14.836,NaN